,Unnamed: 0,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Year,Month
614397,44386,433770.0,563480.0,-1.474075,54.964831,3,2,1,13/07/2009,2,19,3,19,Slip road,30,1.0,3,2,1.0,3,5,1,0,5.0,1,2009,7
132989,132989,452170.0,215950.0,-1.244187,51.839682,3,1,1,10/10/2005,2,23,3,34,Slip road,60,1.0,4,2,1.0,1,3,2,0,5.0,2,2005,10
315923,315923,507750.0,201450.0,-0.442193,51.701409,3,3,2,28/09/2006,5,17,1,25,Slip road,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,9
693709,123698,590300.0,166940.0,0.732574,51.369568,3,2,2,07/04/2009,3,7,4,2005,Slip road,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2009,4
800238,230227,412370.0,284920.0,-1.819372,52.462057,3,2,1,28/12/2010,3,11,3,45,Slip road,30,4.0,-1,2,1.0,4,3,1,0,5.0,1,2010,12
695605,125594,560520.0,147830.0,0.296554,51.207064,3,1,1,07/09/2009,2,15,3,26,Slip road,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2009,9
564785,564785,263720.0,668410.0,-4.180629,55.889527,3,2,1,17/12/2007,2,11,2,8,Slip road,30,1.0,6,2,1.0,4,3,2,0,5.0,2,2007,12
361493,361493,396770.0,223020.0,-2.048372,51.905667,3,2,1,10/10/2006,3,8,5,378,Slip road,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,10
451494,451494,438990.0,386720.0,-1.415386,53.375892,3,2,1,05/09/2007,4,16,3,57,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2007,9
906853,336842,519710.0,165810.0,-0.281315,51.378673,3,2,1,14/02/2011,2,12,3,3,Slip road,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2011,2
215735,215735,548390.0,183530.0,0.137932,51.531129,1,2,2,11/06/2006,1,20,3,13,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2006,6
648778,78767,435730.0,290370.0,-1.474977,52.510027,3,3,2,29/05/2009,6,10,6,1939,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2009,5
331623,331623,461060.0,101590.0,-1.134735,50.810586,3,2,2,19/06/2006,2,15,3,32,Slip road,40,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,6
317495,317495,557350.0,180040.0,0.265447,51.497349,3,4,2,16/06/2006,6,12,3,13,Slip road,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,6
433942,433942,432910.0,556850.0,-1.488263,54.905311,3,2,2,09/03/2007,6,12,3,1231,Slip road,60,1.0,6,2,1.0,4,3,2,0,5.0,2,2007,3
157880,157880,537000.0,102240.0,-0.057119,50.80346,3,1,1,12/11/2005,7,12,3,259,Slip road,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,11
996396,426385,464260.0,102250.0,-1.089206,50.816175,3,2,3,17/09/2011,7,11,1,275,Slip road,70,1.0,1,2,1.0,4,3,2,0,5.0,1,2011,9
63335,63335,418860.0,436850.0,-1.714949,53.827575,3,2,1,15/04/2005,6,17,3,658,Slip road,30,1.0,6,2,1.0,4,6,1,0,5.0,1,2005,4
988902,418891,455220.0,203820.0,-1.201848,51.730336,3,2,1,11/03/2011,6,13,3,4142,Slip road,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,3
1014612,444601,302165.0,84588.0,-3.385355,50.652664,3,2,4,22/04/2011,6,1,4,3180,Slip road,40,1.0,4,2,1.0,1,3,2,0,5.0,2,2011,4
539874,539874,330420.0,134060.0,-2.995167,51.101546,3,2,2,02/02/2007,6,18,1,5,Slip road,70,1.0,3,2,1.0,0,3,2,0,5.0,2,2007,2
691339,121328,484620.0,146980.0,-0.789829,51.215702,3,2,2,20/05/2009,4,19,3,31,Slip road,50,1.0,-1,2,1.0,4,3,2,0,5.0,1,2009,5
504209,504209,560830.0,180310.0,0.31566,51.498796,3,2,1,01/09/2007,7,17,3,13,Slip road,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2007,9
252144,252144,440970.0,538610.0,-1.365144,54.740811,3,2,2,15/06/2006,5,20,3,19,Slip road,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,6
277629,277629,400310.0,291920.0,-1.996872,52.525126,3,1,1,12/07/2006,4,16,6,0,Slip road,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,7
857275,287264,523100.0,106530.0,-0.252842,50.845139,2,1,1,25/09/2010,7,13,3,27,Slip road,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,9
393903,393903,537420.0,191020.0,-0.017189,51.60121,3,2,1,16/03/2007,6,14,3,406,Slip road,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2007,3
706564,136553,364000.0,179770.0,-2.520221,51.515649,3,5,1,12/02/2009,5,8,1,4,Slip road,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2009,2
961596,391585,440470.0,354800.0,-1.397184,53.088868,3,2,1,03/05/2011,3,16,3,38,Slip road,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2011,5
282998,282998,417910.0,315270.0,-1.736199,52.734747,3,3,1,10/02/2006,6,17,3,38,Slip road,30,1.0,3,2,1.0,2,3,2,0,5.0,2,2006,2
801364,231353,394280.0,304620.0,-2.085974,52.639267,3,2,1,09/02/2010,3,9,1,54,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,2,2010,2
978047,408036,561400.0,263870.0,0.362906,52.249299,2,1,1,22/06/2011,4,16,3,14,Slip road,70,1.0,6,2,1.0,4,5,1,0,5.0,2,2011,6
289635,289635,440220.0,354680.0,-1.400932,53.087808,3,3,2,29/11/2006,4,18,3,38,Slip road,70,1.0,3,2,1.0,1,3,2,0,5.0,2,2006,11
466506,466506,380870.0,344010.0,-2.286462,52.993055,3,1,1,28/05/2007,2,7,1,6,Slip road,70,1.0,1,2,1.0,4,3,1,0,5.0,2,2007,5
348385,348385,526520.0,127750.0,-0.196925,51.035129,3,4,1,05/11/2006,1,18,3,23,Slip road,70,4.0,-1,2,1.0,1,3,2,0,2.0,2,2006,11
1000039,430028,502040.0,172020.0,-0.53333,51.437942,3,2,1,26/07/2011,3,16,3,30,Slip road,50,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,7
232975,232975,352900.0,399890.0,-2.711425,53.493587,3,2,1,18/08/2006,6,15,3,571,Slip road,40,1.0,3,2,1.0,4,5,1,0,5.0,2,2006,8
982829,412818,511870.0,202080.0,-0.382397,51.706266,3,2,2,07/03/2011,2,14,1,1,Slip road,70,1.0,1,2,1.0,4,3,2,0,4.0,2,2011,3
1010762,440751,165949.0,41625.0,-5.28303,50.228128,3,2,1,23/03/2011,4,14,3,30,Slip road,40,1.0,3,2,1.0,4,3,2,0,5.0,2,2011,3
775185,205174,421260.0,567830.0,-1.669142,55.004609,3,2,1,20/01/2010,4,13,3,1,Slip road,60,1.0,3,2,1.0,4,3,2,0,5.0,1,2010,1
1037018,467007,220950.0,672290.0,-4.866227,55.910344,2,2,3,21/02/2011,2,16,3,78,Slip road,60,1.0,6,2,1.0,4,5,1,0,5.0,2,2011,2
5697,5697,537280.0,183520.0,-0.022137,51.533848,3,2,1,03/04/2005,1,11,3,12,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2005,4
972334,402323,476010.0,258210.0,-0.888838,52.216832,2,2,1,08/04/2011,6,16,3,45,Slip road,60,1.0,3,2,1.0,4,3,2,0,5.0,2,2011,4
671861,101850,509580.0,207790.0,-0.413729,51.758038,3,1,1,05/05/2009,3,15,3,414,Slip road,50,4.0,-1,2,1.0,4,3,2,0,5.0,2,2009,5
220330,220330,505070.0,178390.0,-0.48786,51.494646,3,1,2,27/07/2006,5,20,6,0,Slip road,50,1.0,1,2,1.0,3,5,1,0,5.0,2,2006,7
204821,204821,536270.0,192210.0,-0.033321,51.612183,3,2,1,19/03/2006,1,20,3,406,Slip road,40,1.0,6,2,1.0,3,3,2,0,5.0,1,2006,3
831621,261610,570430.0,190530.0,0.45878,51.587795,3,1,1,01/02/2010,2,14,3,127,Slip road,30,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,2
59288,59288,437030.0,495870.0,-1.431704,54.35703,3,1,1,28/03/2005,2,20,6,0,Slip road,30,1.0,-1,2,1.0,3,2,2,0,5.0,2,2005,3
966586,396575,460732.0,336826.0,-1.098052,52.925397,3,2,2,06/12/2011,3,13,3,52,Slip road,50,1.0,5,2,1.0,4,3,1,0,5.0,2,2011,12
166999,166999,347110.0,118220.0,-2.754503,50.960904,3,1,1,11/06/2005,7,19,3,303,Slip road,70,1.0,6,2,1.0,4,3,2,0,5.0,2,2005,6
257985,257985,430850.0,424410.0,-1.534033,53.715195,3,3,3,01/05/2006,2,11,3,650,Slip road,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,5
961,961,531770.0,180940.0,-0.102495,51.511974,3,2,1,26/09/2005,2,18,3,3211,Slip road,30,1.0,5,2,1.0,4,3,2,0,5.0,1,2005,9
191454,191454,377730.0,646040.0,-2.355955,55.707323,3,1,1,25/11/2005,6,8,4,6461,Slip road,60,4.0,-1,2,1.0,4,3,3,0,5.0,2,2005,11
543956,543956,395460.0,222180.0,-2.067403,51.898105,3,1,1,02/03/2007,6,15,6,316,Slip road,30,1.0,5,2,1.0,4,3,2,0,5.0,1,2007,3
850073,280062,622290.0,149230.0,1.180444,51.198956,3,1,1,02/01/2010,7,3,3,2,Slip road,70,1.0,6,2,1.0,1,6,3,0,5.0,2,2010,1
900338,330327,521160.0,185860.0,-0.253622,51.558566,3,2,1,27/05/2011,6,15,3,406,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2011,5
598770,28759,378380.0,431780.0,-2.329596,53.781891,3,2,4,11/07/2009,7,12,1,65,Slip road,70,1.0,6,2,1.0,4,3,2,0,5.0,2,2009,7
688445,118434,498350.0,150750.0,-0.592272,51.247395,3,2,1,25/01/2009,1,15,3,3,Slip road,40,1.0,6,2,1.0,4,3,1,5,5.0,1,2009,1
153891,153891,513450.0,116330.0,-0.386812,50.935203,3,2,1,14/02/2005,2,18,3,24,Slip road,70,1.0,3,2,1.0,1,3,2,0,5.0,2,2005,2
340256,340256,549710.0,157280.0,0.145873,51.294913,3,1,1,11/02/2006,7,11,6,0,Slip road,70,1.0,6,2,1.0,4,3,2,0,5.0,2,2006,2
644263,74252,394000.0,341880.0,-2.090807,52.974218,3,2,1,02/12/2009,4,10,3,50,Slip road,50,1.0,3,2,1.0,0,3,1,0,5.0,1,2009,12
342348,342348,555740.0,172560.0,0.238978,51.430588,3,2,3,25/07/2006,3,17,3,2,Slip road,70,3.0,1,2,1.0,4,3,2,0,5.0,2,2006,7
486898,486898,484970.0,279540.0,-0.752339,52.407244,3,3,1,05/07/2007,5,6,3,14,Slip road,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2007,7
718230,148219,279450.0,186350.0,-3.74057,51.563058,3,2,1,13/03/2009,6,18,1,4,Slip road,70,1.0,6,2,1.0,3,3,2,0,5.0,2,2009,3
261333,261333,416280.0,422100.0,-1.754919,53.695087,3,2,2,18/10/2006,4,15,1,62,Slip road,70,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,10
214700,214700,521190.0,196600.0,-0.249481,51.655083,3,2,1,08/09/2006,6,15,3,1,Slip road,50,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,9
128178,128178,556880.0,192190.0,0.264097,51.606642,3,2,1,10/02/2005,5,13,1,25,Slip road,60,3.0,3,2,1.0,4,3,2,0,5.0,2,2005,2
814696,244685,500760.0,307480.0,-0.511831,52.655666,3,3,1,07/06/2010,2,17,3,1,Slip road,60,1.0,3,2,1.0,4,5,1,0,5.0,1,2010,6
710320,140309,390020.0,221340.0,-2.14644,51.890481,3,6,1,12/01/2009,2,8,3,40,Slip road,50,4.0,-1,2,1.0,4,5,1,0,5.0,2,2009,1
436479,436479,432990.0,567400.0,-1.485807,55.000108,3,2,1,25/10/2007,5,20,3,193,Slip road,40,1.0,3,2,1.0,3,3,2,0,5.0,2,2007,10
677165,107154,570400.0,207760.0,0.466744,51.742582,3,2,1,29/12/2009,3,15,4,1008,Slip road,30,1.0,6,2,1.0,4,5,1,0,5.0,1,2009,12
960537,390526,439080.0,282280.0,-1.426565,52.437071,3,3,1,07/08/2011,1,14,1,69,Slip road,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,8
775469,205458,432150.0,568410.0,-1.498825,55.009239,3,1,1,24/02/2010,4,16,3,1058,Slip road,50,3.0,3,2,1.0,4,3,2,0,5.0,2,2010,2
974139,404128,521970.0,273000.0,-0.211043,52.341488,3,3,2,27/07/2011,4,11,3,14,Slip road,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,7
144818,144818,516390.0,158550.0,-0.331369,51.314109,3,4,2,19/12/2005,2,15,1,25,Slip road,70,4.0,-1,2,1.0,4,3,1,0,5.0,2,2005,12
642957,72946,413270.0,304840.0,-1.805335,52.641116,3,1,1,17/07/2009,6,19,3,38,Slip road,60,4.0,-1,2,1.0,4,0,1,0,5.0,2,2009,7
275909,275909,399220.0,298610.0,-2.012956,52.585268,3,2,1,13/04/2006,5,13,3,454,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2006,4
871096,301085,286280.0,378670.0,-3.707608,53.292739,3,2,1,04/03/2010,5,17,3,55,Slip road,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2010,3
703539,133528,245220.0,57350.0,-4.179081,50.395532,3,1,1,19/12/2009,7,23,6,0,Slip road,30,4.0,-1,2,1.0,3,3,3,0,5.0,1,2009,12
220016,220016,511010.0,180810.0,-0.401568,51.515263,3,3,1,24/01/2006,3,21,3,312,Slip road,50,1.0,6,2,1.0,3,3,2,0,5.0,1,2006,1
111461,111461,517860.0,295610.0,-0.26337,52.545561,3,3,1,21/04/2005,5,8,3,1139,Slip road,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,4
230626,230626,328790.0,386240.0,-3.071693,53.368198,3,2,2,25/01/2006,4,10,1,53,Slip road,30,1.0,3,2,1.0,4,3,2,0,5.0,2,2006,1
593715,23704,353340.0,482400.0,-2.717369,54.235173,3,1,1,28/04/2009,3,13,1,6,Slip road,70,1.0,6,2,1.0,4,5,1,0,5.0,2,2009,4
182546,182546,317510.0,175060.0,-3.188994,51.468424,3,2,3,23/09/2005,6,23,3,4160,Unknown,30,3.0,6,2,1.0,3,3,2,0,5.0,1,2005,9
770984,200973,388940.0,414430.0,-2.16871,53.626278,3,2,1,04/03/2010,5,8,4,6377,Unknown,30,1.0,6,2,1.0,4,3,2,0,1.0,1,2010,3
925717,355706,394226.0,413161.0,-2.08876,53.614958,3,2,4,10/05/2011,3,11,1,62,Unknown,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,5
523704,523704,558500.0,145630.0,0.266691,51.187861,3,1,1,26/01/2007,6,19,6,4211,Unknown,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2007,1
998485,428474,500080.0,153130.0,-0.566828,51.268488,3,2,1,04/03/2011,6,11,6,51,Unknown,30,4.0,-1,2,1.0,4,2,2,0,5.0,1,2011,3
602954,32943,386510.0,401390.0,-2.204885,53.509012,3,2,1,25/05/2009,2,19,5,0,Unknown,30,1.0,6,2,1.0,4,2,2,0,5.0,1,2009,5
532312,532312,552320.0,111220.0,0.163871,50.880335,3,1,1,13/11/2007,3,19,5,0,Unknown,60,4.0,-1,2,1.0,1,3,1,0,5.0,2,2007,11
180274,180274,298220.0,194850.0,-3.472352,51.643164,2,3,4,10/02/2005,5,18,4,4223,Unknown,40,4.0,-1,2,1.0,3,5,1,0,5.0,2,2005,2
180391,180391,318940.0,176680.0,-3.168784,51.483194,2,2,1,12/03/2005,7,13,6,0,Unknown,30,3.0,6,2,2.0,4,2,2,0,5.0,1,2005,3
426916,426916,367360.0,399920.0,-2.493479,53.494955,3,2,1,24/11/2007,7,12,3,572,Unknown,30,1.0,6,2,1.0,4,2,2,0,5.0,1,2007,11
924105,354094,367610.0,403988.0,-2.490133,53.531535,3,1,1,29/09/2011,5,15,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,9
645148,75137,405040.0,245160.0,-1.927841,52.104713,3,2,3,24/10/2009,7,11,3,46,Unknown,60,1.0,6,2,1.0,4,5,1,0,5.0,2,2009,10
394846,394846,544300.0,190700.0,0.081951,51.596616,3,2,1,24/09/2007,2,17,5,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,9
644873,74862,390710.0,262220.0,-2.137538,52.258034,3,1,1,19/05/2009,3,14,6,0,Unknown,30,4.0,-1,2,1.0,4,5,1,0,5.0,1,2009,5
168089,168089,355180.0,116480.0,-2.639386,50.945944,3,2,1,16/08/2005,3,12,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,8
395568,395568,555410.0,186700.0,0.240458,51.557724,3,2,1,28/10/2007,1,12,6,0,Unknown,30,4.0,-1,2,1.0,4,2,1,0,0.0,1,2007,10
958717,388706,358550.0,325510.0,-2.616611,52.825493,3,2,1,25/09/2011,1,11,6,0,Unknown,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2011,9
360182,360182,352240.0,177390.0,-2.689365,51.493376,1,2,1,21/12/2006,5,14,3,4,Unknown,30,4.0,-1,2,1.0,4,3,2,7,5.0,1,2006,12
193321,193321,254990.0,671920.0,-4.321976,55.918488,3,2,1,20/01/2005,5,11,3,81,Unknown,30,3.0,4,2,4.0,4,5,1,0,5.0,1,2005,1
729688,159677,252070.0,663860.0,-4.364253,55.845241,3,1,1,08/05/2009,6,15,3,736,Unknown,30,4.0,-1,2,2.0,4,0,1,0,5.0,1,2009,5
192476,192476,258740.0,665820.0,-4.258838,55.864838,3,1,1,14/05/2005,7,3,6,0,Unknown,20,4.0,-1,2,1.0,3,3,2,0,5.0,1,2005,5
191363,191363,315980.0,677190.0,-3.348088,55.980355,3,2,2,15/11/2005,3,8,4,924,Unknown,60,1.0,3,2,1.0,4,3,1,0,5.0,2,2005,11
381575,381575,279660.0,694180.0,-3.937478,56.125183,3,1,1,19/08/2006,7,13,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,8
558112,558112,275050.0,802840.0,-4.064152,57.099579,1,1,1,15/07/2007,1,16,6,0,Unknown,20,4.0,-1,2,1.0,4,3,2,0,5.0,2,2007,7
525236,525236,599750.0,143040.0,0.854824,51.151684,3,2,1,13/06/2007,4,13,3,28,Unknown,30,1.0,3,2,1.0,4,3,2,0,5.0,1,2007,6
815245,245234,530730.0,338460.0,-0.056636,52.927617,3,1,1,07/03/2010,1,9,6,0,Unknown,30,1.0,-1,2,1.0,1,3,2,0,5.0,2,2010,3
398759,398759,533150.0,184970.0,-0.081098,51.547867,3,2,1,22/05/2007,3,11,5,0,Unknown,30,4.0,-1,2,1.0,2,3,2,0,5.0,1,2007,5
104321,104321,532770.0,344130.0,-0.023986,52.978056,3,1,1,15/12/2005,5,12,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,12
383752,383752,259810.0,658610.0,-4.238032,55.800418,3,1,1,23/09/2006,7,0,6,0,Unknown,30,1.0,6,2,1.0,3,3,2,0,5.0,1,2006,9
761308,191297,352490.0,426940.0,-2.721739,53.736668,3,1,1,23/11/2010,3,17,6,0,Unknown,30,4.0,-1,2,1.0,3,3,2,0,5.0,1,2010,11
518954,518954,507910.0,158110.0,-0.453129,51.311824,3,1,1,01/04/2007,1,17,6,241,Unknown,30,4.0,-1,2,1.0,4,2,2,0,5.0,2,2007,4
690363,120352,509960.0,170070.0,-0.420032,51.418934,3,2,1,15/10/2009,5,17,1,3,Unknown,70,3.0,3,2,0.0,4,3,2,0,5.0,1,2009,10
983522,413511,564820.0,176910.0,0.371506,51.467102,3,1,1,14/02/2011,2,9,6,0,Unknown,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2011,2
265598,265598,435770.0,386660.0,-1.463792,53.37558,3,2,1,11/01/2006,4,7,3,61,Unknown,30,3.0,3,2,1.0,4,3,2,0,5.0,1,2006,1
606010,35999,370830.0,410890.0,-2.442202,53.593761,3,2,1,21/05/2009,5,17,3,6099,Unknown,30,1.0,5,2,5.0,4,3,2,0,5.0,1,2009,5
859425,289414,235160.0,90670.0,-4.33525,50.692199,2,1,1,11/04/2010,1,3,6,0,Unknown,70,4.0,-1,2,1.0,4,3,2,0,5.0,2,2010,4
1028873,458862,182970.0,207140.0,-5.143621,51.720837,3,1,3,24/04/2011,1,1,6,0,Unknown,60,1.0,6,2,1.0,1,5,1,0,5.0,2,2011,4
426254,426254,372040.0,409600.0,-2.423805,53.582232,3,3,1,27/12/2007,5,13,3,676,Unknown,30,3.0,3,2,1.0,4,2,2,0,5.0,1,2007,12
1026947,456936,274740.0,196470.0,-3.812103,51.652979,3,2,3,13/08/2011,7,2,3,474,Unknown,30,1.0,6,2,1.0,3,5,1,0,5.0,1,2011,8
647357,77346,376010.0,284410.0,-2.354494,52.457079,3,2,1,13/04/2009,2,1,6,0,Unknown,30,1.0,6,2,1.0,3,3,2,0,5.0,2,2009,4
647591,77580,375280.0,307820.0,-2.36699,52.667498,3,2,1,10/09/2009,5,16,6,0,Unknown,30,1.0,6,2,1.0,4,3,2,0,5.0,2,2009,9
603064,33053,384560.0,400510.0,-2.234245,53.501048,3,1,1,13/06/2009,7,2,6,0,Unknown,30,1.0,6,2,1.0,1,3,2,0,5.0,1,2009,6
238878,238878,372910.0,411250.0,-2.410808,53.597109,3,1,1,21/04/2006,6,13,3,676,Unknown,30,3.0,3,2,1.0,4,3,2,0,5.0,1,2006,4
383436,383436,252820.0,660720.0,-4.350584,55.817281,3,2,1,08/09/2006,6,14,6,0,Unknown,30,1.0,6,2,2.0,4,3,2,0,5.0,1,2006,9
561594,561594,299320.0,660920.0,-3.608913,55.831019,3,2,2,28/03/2007,4,10,6,0,Unknown,60,4.0,-1,2,1.0,4,7,2,0,5.0,2,2007,3
266513,266513,440180.0,383490.0,-1.397909,53.346771,2,2,1,10/04/2006,2,6,3,6135,Unknown,30,1.0,6,2,1.0,4,3,3,0,5.0,1,2006,4
711211,141200,363310.0,208790.0,-2.533216,51.776524,3,2,2,14/11/2009,7,17,5,17,Unknown,60,4.0,-1,2,1.0,1,5,1,0,5.0,2,2009,11
566739,566739,234210.0,673210.0,-4.654908,55.923353,3,1,1,26/03/2007,2,21,6,0,Unknown,20,4.0,-1,2,1.0,1,3,2,0,5.0,1,2007,3
545013,545013,392830.0,233250.0,-2.10586,51.997607,3,2,1,26/11/2007,2,9,3,46,Unknown,40,1.0,6,2,1.0,4,5,1,0,5.0,1,2007,11
557330,557330,317390.0,306470.0,-3.222554,52.649624,3,3,1,04/03/2007,1,13,3,458,Unknown,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2007,3
336088,336088,525190.0,159620.0,-0.20479,51.32186,3,2,1,23/06/2006,6,7,4,2217,Unknown,30,1.0,4,2,3.0,4,3,2,0,5.0,1,2006,6
281681,281681,385610.0,347620.0,-2.216006,53.025656,3,2,1,15/06/2006,5,15,3,527,Unknown,30,3.0,4,2,2.0,4,3,2,0,5.0,1,2006,6
334513,334513,510580.0,157570.0,-0.415003,51.306459,3,2,1,03/09/2006,1,12,5,42,Unknown,60,4.0,-1,2,1.0,4,2,2,0,5.0,2,2006,9
724840,154829,312270.0,720630.0,-3.421875,56.369863,3,3,1,09/10/2009,6,10,1,90,Unknown,70,4.0,-1,2,1.0,4,3,1,0,5.0,2,2009,10
526554,526554,603320.0,146770.0,0.907909,51.183926,3,2,1,10/09/2007,2,14,3,28,Unknown,50,1.0,6,2,1.0,4,3,1,3,5.0,2,2007,9
185389,185389,264170.0,851440.0,-4.27034,57.532728,3,2,1,11/04/2005,2,8,6,0,Unknown,60,4.0,-1,2,1.0,4,3,2,0,5.0,2,2005,4
372084,372084,273430.0,201880.0,-3.832992,51.701304,3,2,1,19/09/2006,3,15,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,2,2006,9
128501,128501,546520.0,211920.0,0.122884,51.786709,3,3,1,21/06/2005,3,17,3,414,Unknown,40,3.0,6,2,1.0,4,6,2,0,5.0,1,2005,6
297922,297922,495810.0,367590.0,-0.567258,53.196752,3,2,1,27/06/2006,3,16,6,0,Unknown,30,1.0,6,2,1.0,4,3,2,0,5.0,1,2006,6
60852,60852,459570.0,451260.0,-1.093708,53.954012,3,2,1,17/10/2005,2,14,3,1036,Unknown,30,3.0,3,2,2.0,4,3,2,0,5.0,1,2005,10
369404,369404,318520.0,178570.0,-3.175268,51.500124,3,2,1,02/01/2006,2,21,6,0,Unknown,30,1.0,6,2,1.0,3,2,2,0,5.0,1,2006,1
531224,531224,525270.0,107390.0,-0.221741,50.852403,3,1,1,29/08/2007,4,9,6,0,Unknown,30,2.0,6,2,1.0,4,3,2,0,5.0,1,2007,8
372203,372203,272380.0,203570.0,-3.848797,51.716254,2,1,1,16/10/2006,2,11,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2006,10
180274,180274,298220.0,194850.0,-3.472352,51.643164,2,3,4,10/02/2005,5,18,4,4223,Unknown,40,4.0,-1,2,1.0,3,5,1,0,5.0,2,2005,2
538791,538791,372990.0,165460.0,-2.389569,51.387483,3,2,1,03/04/2007,3,8,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,4
150300,150300,575210.0,154770.0,0.510037,51.265095,3,2,1,27/05/2005,6,8,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2005,5
159133,159133,157750.0,38660.0,-5.395887,50.198206,3,2,2,01/11/2005,3,17,3,30,Unknown,60,1.0,6,2,1.0,1,5,1,0,5.0,2,2005,11
192262,192262,281210.0,682290.0,-3.907277,56.018802,3,2,1,21/10/2005,6,15,3,872,Unknown,30,1.0,6,2,1.0,4,5,1,0,5.0,1,2005,10
250732,250732,402440.0,563600.0,-1.963415,54.967041,3,2,1,01/11/2006,4,17,3,68,Unknown,60,1.0,3,2,1.0,3,3,2,0,5.0,2,2006,11
919254,349243,357430.0,395290.0,-2.642523,53.452629,3,1,1,08/02/2011,3,10,6,0,Unknown,20,4.0,-1,2,1.0,4,3,2,0,5.0,1,2011,2
874229,304218,266230.0,193350.0,-3.933852,51.62298,3,2,1,29/04/2010,5,14,3,4217,Unknown,30,3.0,6,2,2.0,4,5,1,0,5.0,1,2010,4
531224,531224,525270.0,107390.0,-0.221741,50.852403,3,1,1,29/08/2007,4,9,6,0,Unknown,30,2.0,6,2,1.0,4,3,2,0,5.0,1,2007,8
429152,429152,381310.0,398170.0,-2.2831,53.479909,3,2,1,21/03/2007,4,15,1,602,Unknown,70,3.0,3,2,1.0,4,3,2,0,5.0,1,2007,3
502657,502657,556320.0,178040.0,0.249735,51.479665,3,2,1,18/05/2007,6,19,6,0,Unknown,30,4.0,-1,2,1.0,4,3,2,0,5.0,1,2007,5
705913,135902,300140.0,93340.0,-3.416359,50.731002,3,1,1,11/04/2009,7,5,6,0,Unknown,20,4.0,-1,2,1.0,4,3,2,0,5.0,2,2009,4
196933,196933,270400.0,658630.0,-4.069227,55.803555,3,2,1,16/02/2005,4,12,4,7071,Unknown,40,1.0,6,2,5.0,4,3,2,0,5.0,1,2005,2
